date,mkey,Epi_1y,Epi_5y,Epi_10y,Epi_20y,Epi_30y
1882-12-31,1882-12,-1.1123664926788286,0.028837988281945892,0.24838637298582134,0.35855545053427507,0.3952787135591296
1883-01-31,1883-01,-0.4562546105260368,0.21137973871321225,0.33982126290429926,0.4042730431263911,0.42575710862085814
1883-02-28,1883-02,0.21646769902302326,0.3985427992819776,0.4335709601624847,0.4511480431259021,0.457007108620858
1883-03-31,1883-03,-0.4479493968278998,0.21369039378196253,0.34097866657415343,0.4048517468300888,0.4261429110899939
1883-04-30,1883-04,-1.0961611976580756,0.03334658353804354,0.25064472160992685,0.35968462849270944,0.3960314988647604
1883-05-31,1883-05,-1.752475645998619,-0.14925152433392197,0.1591816023336487,0.3139529211761135,0.3655436939867118
1883-06-30,1883-06,-1.752475645998619,-0.14925152433392197,0.1591816023336487,0.3139529211761135,0.3655436939867118
1883-07-31,1883-07,-2.408790094339169,-0.33184963220588914,0.06771848305736972,0.26822121385951714,0.335055889108663
1883-08-31,1883-08,-3.025567527719445,-0.5034478540614727,-0.018234809756482895,0.2252444286704266,0.3064046989823038
1883-09-30,1883-09,-1.7767835885297516,-0.15601441721806908,0.15579407939749013,0.31225915423846173,0.3644145160282655
1883-10-31,1883-10,-1.8016992296241634,-0.16294638242432025,0.15232186838792738,0.31052304312736856,0.363257108620858
1883-11-30,1883-11,-1.8016992296241634,-0.16294638242432025,0.15232186838792738,0.31052304312736856,0.363257108620858
